course_department;course_code;professor;time;course_title;completed;total_entrolled;lab_section_content;clear_and_organized;instructor_established_rapport;coordination_with_lectures;the_course_as_a_whole;instructor_was_accessible;instructor_was_challenging;amount_learned;instructor_feedback;relevance_and_usefulness_of_homework;instuctors_interest;quiz_section_content;instructor_was_knowledgeable;instructors_effectiveness;instructors_contribution;grading_techniques;instructor_overall;effectiveness_of_format;tailoring_instruction_to_skills;textbook_overall;instructor_was_enthusiastic;quiz_section_as_a_whole;procedures_and_skills_taught;the_course_content;the_lab_section_as_a_whole;rotation_and_studio_as_a_whole
TCOM;230;ji-hyun ahn;au13;NULL;20;39;NULL;NULL;NULL;NULL;2.94;NULL;NULL;2.88;NULL;NULL;3.3;NULL;NULL;2.83;3.13;3.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.41;NULL;NULL
TCOM;230;ji-hyun ahn;au14;NULL;32;38;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.0;NULL;NULL;4.36;NULL;NULL;4.04;4.03;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.93;NULL;NULL
TCOM;230;ji-hyun ahn;au13;NULL;27;40;NULL;NULL;NULL;NULL;3.0;NULL;NULL;2.91;NULL;NULL;3.33;NULL;NULL;2.45;2.91;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.69;NULL;NULL
TCOM;247;david coon;su14;NULL;16;23;NULL;NULL;NULL;NULL;4.31;NULL;NULL;4.13;NULL;NULL;4.38;NULL;NULL;4.3;4.38;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
TCOM;247;david coon;au13;NULL;21;39;NULL;NULL;NULL;NULL;4.31;NULL;NULL;4.31;NULL;NULL;4.63;NULL;NULL;4.8;4.63;4.29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.14;NULL;NULL
TCOM;257;ellen moore;wi14;NULL;26;39;NULL;NULL;NULL;NULL;4.2;NULL;NULL;4.63;NULL;NULL;4.57;NULL;NULL;4.63;4.63;3.36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
TCOM;258;ellen moore;au13;NULL;26;37;NULL;NULL;NULL;NULL;4.23;NULL;NULL;4.2;NULL;NULL;4.38;NULL;NULL;4.57;4.44;3.58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.32;NULL;NULL
TCOM;275;chris demaske;su13;NULL;11;14;NULL;NULL;NULL;NULL;3.63;NULL;NULL;3.88;NULL;NULL;4.13;NULL;NULL;3.88;4.0;3.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.63;NULL;NULL
TCOM;275;chris demaske;au14;NULL;21;23;NULL;NULL;NULL;NULL;4.31;NULL;NULL;4.25;NULL;NULL;4.69;NULL;NULL;4.63;4.75;4.31;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.18;NULL;NULL
TCOM;275;chris demaske;su14;NULL;19;20;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.29;NULL;NULL;4.55;NULL;NULL;4.43;4.38;3.58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.19;NULL;NULL
TCOM;275;chris demaske;au13;NULL;22;24;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.06;NULL;NULL;4.17;NULL;NULL;4.13;4.36;3.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.64;NULL;NULL
TCOM;310;ellen moore;su13;NULL;11;14;NULL;NULL;NULL;NULL;4.81;NULL;NULL;4.81;NULL;NULL;4.95;NULL;NULL;4.89;4.95;4.58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.71;NULL;NULL
TCOM;310;ellen moore;su14;NULL;12;16;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.64;NULL;NULL;4.64;NULL;NULL;4.75;4.75;3.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.64;NULL;NULL
TCOM;310;ellen moore;wi14;NULL;37;39;NULL;NULL;NULL;NULL;3.84;NULL;NULL;4.06;NULL;NULL;4.23;NULL;NULL;3.91;4.25;3.54;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.09;NULL;NULL
TCOM;310;ellen moore;sp13;NULL;37;39;NULL;NULL;NULL;NULL;4.04;NULL;NULL;4.06;NULL;NULL;4.53;NULL;NULL;4.31;4.58;3.81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.95;NULL;NULL
TCOM;310;ellen moore;au14;NULL;30;35;NULL;NULL;NULL;NULL;3.7;NULL;NULL;4.13;NULL;NULL;4.22;NULL;NULL;4.31;4.21;3.72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.97;NULL;NULL
TCOM;320;huatong sun;sp14;NULL;15;17;NULL;NULL;NULL;NULL;4.2;NULL;NULL;4.0;NULL;NULL;4.56;NULL;NULL;3.75;4.2;4.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
TCOM;320;huatong sun;au13;NULL;15;17;NULL;NULL;NULL;NULL;4.33;NULL;NULL;4.2;NULL;NULL;4.25;NULL;NULL;3.8;3.67;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
TCOM;320;emma rose;au14;NULL;17;17;NULL;NULL;NULL;NULL;4.79;NULL;NULL;4.79;NULL;NULL;4.89;NULL;NULL;4.73;4.79;4.73;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.56;NULL;NULL
TCOM;320;emma rose;sp14;NULL;11;19;NULL;NULL;NULL;NULL;3.67;NULL;NULL;3.75;NULL;NULL;4.2;NULL;NULL;3.75;3.8;3.92;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.67;NULL;NULL
TCOM;347;david coon;su13;NULL;18;21;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.5;NULL;NULL;4.75;NULL;NULL;4.73;4.6;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
TCOM;347;david coon;au13;NULL;12;24;NULL;NULL;NULL;NULL;3.94;NULL;NULL;4.06;NULL;NULL;4.3;NULL;NULL;4.21;4.5;3.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.07;NULL;NULL
TCOM;347;lauren bratslavsky;wi14;NULL;13;24;NULL;NULL;NULL;NULL;3.63;NULL;NULL;3.8;NULL;NULL;3.8;NULL;NULL;4.0;4.2;4.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.92;NULL;NULL
TCOM;347;david coon;au14;NULL;23;24;NULL;NULL;NULL;NULL;4.68;NULL;NULL;4.73;NULL;NULL;4.73;NULL;NULL;4.62;4.62;4.62;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.68;NULL;NULL
TCOM;348;bill kunz;sp13;NULL;10;19;NULL;NULL;NULL;NULL;4.79;NULL;NULL;4.88;NULL;NULL;4.79;NULL;NULL;4.88;4.88;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;NULL;NULL
TCOM;349;patrick o'callahan;sp13;NULL;8;24;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.25;NULL;NULL;4.5;NULL;NULL;4.7;4.7;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
TCOM;349;patrick o'callahan;au13;NULL;16;24;NULL;NULL;NULL;NULL;4.1;NULL;NULL;4.25;NULL;NULL;4.5;NULL;NULL;4.5;4.61;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.1;NULL;NULL
TCOM;350;huatong sun;sp14;NULL;16;18;NULL;NULL;NULL;NULL;4.7;NULL;NULL;4.77;NULL;NULL;4.77;NULL;NULL;4.77;4.83;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL
TCOM;350;huatong sun;au14;NULL;13;17;NULL;NULL;NULL;NULL;4.85;NULL;NULL;4.57;NULL;NULL;4.78;NULL;NULL;4.69;4.78;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.69;NULL;NULL
TCOM;350;huatong sun;au13;NULL;14;17;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.69;NULL;NULL;4.72;NULL;NULL;4.5;4.63;4.72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.63;NULL;NULL
TCOM;351;david coon;sp13;NULL;16;17;NULL;NULL;NULL;NULL;4.77;NULL;NULL;4.88;NULL;NULL;4.77;NULL;NULL;4.77;4.77;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL
TCOM;351;david coon;sp14;NULL;14;16;NULL;NULL;NULL;NULL;4.21;NULL;NULL;4.0;NULL;NULL;4.25;NULL;NULL;4.17;4.33;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.13;NULL;NULL
TCOM;351;david coon;wi14;NULL;14;16;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.5;NULL;NULL;4.28;NULL;NULL;4.63;4.72;4.36;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.2;NULL;NULL
TCOM;353;chris demaske;su13;NULL;17;22;NULL;NULL;NULL;NULL;3.86;NULL;NULL;4.0;NULL;NULL;4.0;NULL;NULL;4.42;4.56;4.08;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.95;NULL;NULL
TCOM;353;alexandra smith;su14;NULL;12;22;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.83;NULL;NULL;4.9;NULL;NULL;4.9;4.95;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.64;NULL;NULL
TCOM;353;alexandra smith;sp14;NULL;34;40;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.32;NULL;NULL;4.65;NULL;NULL;4.69;4.76;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.33;NULL;NULL
TCOM;353;alexandra smith;au14;NULL;33;42;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.58;NULL;NULL;4.75;NULL;NULL;4.75;4.81;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.53;NULL;NULL
TCOM;353;alexandra smith;wi14;NULL;37;42;NULL;NULL;NULL;NULL;4.28;NULL;NULL;4.13;NULL;NULL;4.58;NULL;NULL;4.62;4.73;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.36;NULL;NULL
TCOM;387;troy brown;sp13;NULL;13;23;NULL;NULL;NULL;NULL;4.2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.38;4.57;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.13;NULL;NULL
TCOM;387;troy brown;au13;NULL;8;13;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.17;NULL;4.7;4.17;NULL;NULL;NULL;4.5;NULL;4.5;NULL;NULL;4.0;NULL;NULL;NULL;NULL;NULL;NULL
TCOM;387;troy brown;wi14;NULL;7;8;NULL;NULL;NULL;NULL;4.33;NULL;NULL;4.63;NULL;4.8;4.8;NULL;NULL;NULL;4.8;NULL;4.63;NULL;NULL;4.33;NULL;NULL;NULL;NULL;NULL;NULL
TCOM;387;troy brown;au14;NULL;14;19;NULL;NULL;NULL;NULL;4.8;NULL;NULL;4.72;NULL;NULL;4.92;NULL;NULL;4.86;4.92;4.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.8;NULL;NULL
TCOM;420;huatong sun;wi14;NULL;14;17;NULL;NULL;NULL;NULL;4.3;NULL;NULL;4.0;NULL;NULL;4.5;NULL;NULL;4.1;4.36;4.3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
TCOM;440;david coon;sp13;NULL;34;39;NULL;NULL;NULL;NULL;4.44;NULL;NULL;4.25;NULL;NULL;4.61;NULL;NULL;4.65;4.73;4.61;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.43;NULL;NULL
TCOM;444;ellen moore;au13;NULL;30;38;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.5;NULL;NULL;4.71;NULL;NULL;4.56;4.67;3.22;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.33;NULL;NULL
TCOM;444;ellen moore;wi14;NULL;31;36;NULL;NULL;NULL;NULL;3.85;NULL;NULL;4.0;NULL;NULL;3.92;NULL;NULL;4.0;4.5;2.07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
TCOM;444;ellen moore;sp13;NULL;37;40;NULL;NULL;NULL;NULL;4.46;NULL;NULL;4.53;NULL;NULL;4.72;NULL;NULL;4.79;4.76;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.62;NULL;NULL
TCOM;454;chris demaske;au13;NULL;23;26;NULL;NULL;NULL;NULL;4.29;NULL;NULL;4.54;NULL;NULL;4.13;NULL;NULL;4.62;4.68;4.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.43;NULL;NULL
TCOM;461;ji-hyun ahn;wi14;NULL;22;32;NULL;NULL;NULL;NULL;4.69;NULL;NULL;4.65;NULL;NULL;4.77;NULL;NULL;4.58;4.81;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.71;NULL;NULL
TCOM;461;ji-hyun ahn;sp14;NULL;16;20;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.5;NULL;NULL;4.7;NULL;NULL;4.17;4.61;4.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.21;NULL;NULL
TCOM;470;bill kunz;sp13;NULL;9;12;NULL;NULL;NULL;NULL;4.94;NULL;NULL;4.94;NULL;NULL;4.94;NULL;NULL;4.94;4.94;4.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.94;NULL;NULL
TCOM;471;david coon;sp14;NULL;6;8;NULL;NULL;NULL;NULL;4.9;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.9;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.9;NULL;NULL
TCOM;480;ellen moore;sp14;NULL;23;25;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.93;NULL;NULL;4.82;NULL;NULL;4.78;4.93;4.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.82;NULL;NULL
TCOM;480;ellen moore;su14;NULL;8;9;NULL;NULL;NULL;NULL;4.7;NULL;NULL;4.93;NULL;NULL;4.7;NULL;NULL;4.7;4.7;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL
TCOM;482;chris demaske;wi14;NULL;10;11;NULL;NULL;NULL;NULL;4.67;NULL;NULL;4.17;NULL;NULL;4.17;NULL;NULL;4.3;4.67;4.38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
TCOM;484;patrick o'callahan;sp14;NULL;8;18;NULL;NULL;NULL;NULL;4.7;NULL;NULL;4.7;NULL;NULL;4.83;NULL;NULL;4.83;4.83;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
TCOM;484;patrick o'callahan;au14;NULL;11;12;NULL;NULL;NULL;NULL;4.81;NULL;NULL;4.58;NULL;NULL;4.89;NULL;NULL;4.81;4.81;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.81;NULL;NULL
TCOM;486;chris demaske;sp14;NULL;6;8;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.75;NULL;NULL;4.75;NULL;NULL;4.75;4.75;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;NULL;NULL
TCOM;486;chris demaske;sp13;NULL;9;12;NULL;NULL;NULL;NULL;3.83;NULL;NULL;3.88;NULL;NULL;3.75;NULL;NULL;3.75;3.67;3.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
TCOM;499;david coon;wi14;NULL;10;14;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.79;4.79;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.1;NULL;NULL
TCORE;100;alison walker stromdahl;au13;NULL;5;5;NULL;NULL;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.67;4.88;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
TCORE;100;caitlin carle;au13;NULL;5;5;NULL;NULL;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.25;NULL;NULL;4.88;4.88;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
TCORE;101;alison walker stromdahl;au13;NULL;19;20;NULL;NULL;NULL;NULL;4.31;NULL;NULL;4.33;NULL;NULL;4.55;NULL;NULL;4.77;4.82;4.55;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.55;NULL;NULL
TCORE;101;nicole blair;au14;NULL;14;20;NULL;NULL;NULL;NULL;3.9;NULL;NULL;3.88;NULL;NULL;4.25;NULL;NULL;4.36;4.5;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.38;NULL;NULL
TCORE;101;leanne laux-bachand;wi14;NULL;14;16;NULL;NULL;NULL;NULL;3.1;NULL;NULL;3.5;NULL;NULL;4.0;NULL;NULL;3.5;3.7;3.92;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.25;NULL;NULL
TCORE;101;leanne laux-bachand;au13;NULL;17;20;NULL;NULL;NULL;NULL;3.2;NULL;NULL;3.0;NULL;NULL;3.38;NULL;NULL;3.25;3.38;2.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.0;NULL;NULL
TCORE;101;alison walker stromdahl;au14;NULL;19;20;NULL;NULL;NULL;NULL;4.91;NULL;NULL;4.64;NULL;NULL;4.97;NULL;NULL;4.91;4.94;4.82;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.45;NULL;NULL
TCORE;101;caitlin carle;wi14;NULL;19;20;NULL;NULL;NULL;NULL;4.87;NULL;NULL;4.64;NULL;NULL;4.91;NULL;NULL;4.91;4.97;4.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.71;NULL;NULL
TCORE;101;alison cardinal;au13;NULL;18;20;NULL;NULL;NULL;NULL;4.68;NULL;NULL;4.68;NULL;NULL;4.85;NULL;NULL;4.75;4.81;4.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.6;NULL;NULL
TCORE;101;alison walker stromdahl;wi14;NULL;15;17;NULL;NULL;NULL;NULL;4.2;NULL;NULL;4.06;NULL;NULL;4.67;NULL;NULL;4.72;4.82;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.4;NULL;NULL
TCORE;101;alison cardinal;au14;NULL;17;19;NULL;NULL;NULL;NULL;4.42;NULL;NULL;4.33;NULL;NULL;4.93;NULL;NULL;4.56;4.73;4.65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.14;NULL;NULL
TCORE;101;leanne laux-bachand;au13;NULL;17;20;NULL;NULL;NULL;NULL;3.86;NULL;NULL;3.6;NULL;NULL;4.38;NULL;NULL;3.86;4.14;3.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.75;NULL;NULL
TCORE;101;leanne laux-bachand;au14;NULL;14;20;NULL;NULL;NULL;NULL;3.9;NULL;NULL;4.13;NULL;NULL;4.3;NULL;NULL;4.17;4.17;4.69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
TCORE;101;alison walker stromdahl;wi14;NULL;13;16;NULL;NULL;NULL;NULL;4.29;NULL;NULL;4.4;NULL;NULL;4.42;NULL;NULL;4.69;4.69;4.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.2;NULL;NULL
TCORE;101;alison cardinal;au13;NULL;16;19;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.97;4.97;4.97;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.93;NULL;NULL
TCORE;101;caitlin carle;au14;NULL;20;20;NULL;NULL;NULL;NULL;4.73;NULL;NULL;4.59;NULL;NULL;4.83;NULL;NULL;4.83;4.83;4.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.07;NULL;NULL
TCORE;101;nicole blair;wi14;NULL;13;16;NULL;NULL;NULL;NULL;4.69;NULL;NULL;4.57;NULL;NULL;4.78;NULL;NULL;4.85;4.78;4.69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.69;NULL;NULL
TCORE;101;caitlin carle;au13;NULL;15;20;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.56;NULL;NULL;4.92;NULL;NULL;4.75;4.88;4.82;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.56;NULL;NULL
TCORE;101;janie miller;au14;NULL;14;20;NULL;NULL;NULL;NULL;4.72;NULL;NULL;4.63;NULL;4.8;4.86;NULL;NULL;NULL;4.86;NULL;4.96;NULL;NULL;4.63;NULL;NULL;NULL;NULL;NULL;NULL
TCORE;101;alison cardinal;wi14;NULL;16;21;NULL;NULL;NULL;NULL;4.61;NULL;NULL;4.13;NULL;NULL;4.7;NULL;NULL;4.5;4.7;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.17;NULL;NULL
TCORE;101;nicole blair;au13;NULL;17;20;NULL;NULL;NULL;NULL;3.9;NULL;NULL;3.83;NULL;NULL;4.73;NULL;NULL;3.8;4.29;3.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.75;NULL;NULL
TCORE;101;alison walker stromdahl;au14;NULL;18;20;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.5;NULL;NULL;4.86;NULL;NULL;4.81;4.86;4.65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
TCORE;101;caitlin carle;wi14;NULL;18;19;NULL;NULL;NULL;NULL;4.9;NULL;NULL;4.5;NULL;NULL;4.81;NULL;NULL;4.81;4.86;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.6;NULL;NULL
TCORE;101;caitlin carle;au13;NULL;20;20;NULL;NULL;NULL;NULL;4.2;NULL;NULL;4.0;NULL;NULL;4.39;NULL;NULL;4.55;4.73;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.28;NULL;NULL
TCORE;101;janie miller;au14;NULL;16;19;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.5;NULL;4.77;4.88;NULL;NULL;NULL;4.83;NULL;4.88;NULL;NULL;4.7;NULL;NULL;NULL;NULL;NULL;NULL
TCORE;101;alison cardinal;wi14;NULL;12;15;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.5;NULL;NULL;4.95;NULL;NULL;4.95;4.89;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.64;NULL;NULL
TCORE;101;alison walker stromdahl;au13;NULL;19;19;NULL;NULL;NULL;NULL;4.42;NULL;NULL;4.14;NULL;NULL;4.77;NULL;NULL;4.71;4.77;3.43;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.29;NULL;NULL
TCORE;101;andrea modarres;wi14;NULL;9;10;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.75;NULL;NULL;4.86;NULL;NULL;4.75;4.86;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.86;NULL;NULL
TCORE;101;alison cardinal;au14;NULL;19;19;NULL;NULL;NULL;NULL;4.55;NULL;NULL;4.4;NULL;NULL;4.25;NULL;NULL;4.55;4.55;3.94;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.05;NULL;NULL
TCORE;101;asao inoue;au14;NULL;12;18;NULL;NULL;NULL;NULL;2.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.83;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.1;NULL;NULL
TCORE;102;erik mcdonald;au13;NULL;17;22;NULL;NULL;NULL;NULL;4.2;NULL;NULL;3.88;NULL;3.67;4.5;NULL;NULL;NULL;4.65;NULL;4.67;NULL;NULL;4.0;NULL;NULL;NULL;NULL;NULL;NULL
TCORE;102;erik mcdonald;au14;NULL;20;25;NULL;NULL;NULL;NULL;3.83;NULL;NULL;4.17;NULL;NULL;4.3;NULL;NULL;4.17;4.23;3.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.13;NULL;NULL
TCORE;102;erik mcdonald;au13;NULL;19;21;NULL;NULL;NULL;NULL;3.85;NULL;NULL;4.08;NULL;3.89;4.55;NULL;NULL;NULL;4.42;NULL;4.55;NULL;NULL;3.78;NULL;NULL;NULL;NULL;NULL;NULL
TCORE;102;alan fowler;au14;NULL;19;25;NULL;NULL;NULL;NULL;3.89;NULL;NULL;3.79;NULL;NULL;4.17;NULL;NULL;4.0;3.92;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.08;NULL;NULL
TCORE;102;julie masura;au13;NULL;19;22;NULL;NULL;NULL;NULL;4.71;NULL;NULL;4.71;NULL;NULL;4.82;NULL;NULL;4.87;4.94;4.91;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.22;NULL;NULL
TCORE;102;vanessa hunt;au14;NULL;17;24;NULL;NULL;NULL;NULL;4.73;NULL;NULL;4.73;NULL;NULL;4.65;NULL;NULL;4.73;4.73;4.73;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;NULL;NULL
TCORE;102;alan fowler;au13;NULL;22;22;NULL;NULL;NULL;NULL;3.93;NULL;NULL;4.0;NULL;NULL;3.88;NULL;NULL;4.0;3.94;3.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.64;NULL;NULL
TCORE;102;rus higley;au14;NULL;8;12;NULL;NULL;NULL;NULL;4.1;NULL;NULL;3.83;NULL;NULL;4.17;NULL;NULL;4.5;4.83;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL
TCORE;102;julie masura;au13;NULL;19;20;NULL;NULL;NULL;NULL;4.44;NULL;NULL;4.6;NULL;NULL;4.77;NULL;NULL;4.64;4.77;4.55;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.15;NULL;NULL
TCORE;102;rus higley;au14;NULL;14;23;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.3;NULL;NULL;4.0;NULL;NULL;4.72;4.63;4.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
TCORE;103;richard furman;au13;NULL;20;22;NULL;NULL;NULL;NULL;4.73;NULL;NULL;4.59;NULL;NULL;4.59;NULL;NULL;4.77;4.71;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
TCORE;103;shalini jain;au14;NULL;18;24;NULL;NULL;NULL;NULL;4.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.68;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.38;NULL;NULL
TCORE;103;shannon tyman;au13;NULL;17;21;NULL;NULL;NULL;NULL;3.86;NULL;NULL;4.13;NULL;NULL;4.38;NULL;NULL;4.08;4.38;3.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.8;NULL;NULL
TCORE;103;shalini jain;au14;NULL;16;24;NULL;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;4.13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.75;NULL;NULL
TCORE;103;shannon tyman;au13;NULL;19;22;NULL;NULL;NULL;NULL;4.4;NULL;NULL;4.55;NULL;NULL;4.55;NULL;NULL;4.38;4.5;2.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.4;NULL;NULL
TCORE;103;tanya velasquez;au14;NULL;13;25;NULL;NULL;NULL;NULL;4.85;NULL;NULL;4.85;NULL;NULL;4.91;NULL;NULL;4.78;4.78;4.85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.85;NULL;NULL
